Gender,Own_Car,Own_Realty,Children_Count,Annual_Income,Income_Type,Education_Level,Family_Status,Housing_Type,Age_Years,Employment_Years,Has_Work_Phone,Has_Phone,Has_Email,Family_Members,Overdue_Months,Target_Reject
F,Y,Y,1,37200.0,Working,Secondary,Single,House / apartment,61.7,10.2,0,0,0,2,1,1
F,Y,N,0,45100.0,Working,Secondary,Married,House / apartment,32.8,5.2,0,0,1,2,1,1
M,N,N,0,68400.0,State servant,Secondary,Single,House / apartment,52.8,6.6,0,1,1,2,2,0
F,N,N,0,97200.0,Working,Incomplete higher,Married,House / apartment,42.7,18.3,1,1,0,1,0,0
M,N,Y,0,75200.0,Pensioner,Secondary,Married,House / apartment,27.5,0.0,0,1,0,1,0,0
M,Y,Y,3,79900.0,Commercial associate,Higher education,Widow,House / apartment,21.0,1.5,1,1,1,5,2,0
F,N,Y,0,61200.0,Commercial associate,Incomplete higher,Married,House / apartment,47.9,7.8,0,1,0,2,1,0
F,N,N,0,128700.0,Working,Secondary,Married,House / apartment,25.6,1.8,0,1,0,2,2,0
F,Y,Y,2,78700.0,State servant,Higher education,Married,House / apartment,50.6,1.4,0,0,1,4,0,0
M,N,N,0,74900.0,Commercial associate,Secondary,Married,House / apartment,21.0,3.5,1,1,1,1,0,0
F,Y,Y,1,84800.0,Pensioner,Secondary,Married,With parents,41.6,0.0,1,1,0,2,0,0
F,N,Y,1,59400.0,Working,Secondary,Married,House / apartment,36.5,1.4,0,1,1,3,1,0
F,N,N,1,61400.0,Working,Secondary,Single,House / apartment,58.4,3.4,0,1,1,3,0,0
F,N,Y,1,93000.0,Commercial associate,Secondary,Single,House / apartment,42.5,4.4,0,0,1,2,2,0
F,N,Y,1,107800.0,Working,Secondary,Single,House / apartment,46.7,1.1,0,0,0,2,0,0
F,Y,N,2,113600.0,Working,Higher education,Married,House / apartment,35.3,3.9,0,1,0,4,0,0
F,N,Y,1,66300.0,Working,Incomplete higher,Married,Co-op apartment,38.0,12.1,0,1,0,2,1,0
F,N,N,1,77800.0,Commercial associate,Secondary,Single,House / apartment,51.6,8.2,0,1,1,2,0,0
F,N,Y,0,54000.0,State servant,Secondary,Married,With parents,40.2,4.2,1,1,1,1,1,0
M,N,N,1,108400.0,Working,Secondary,Single,House / apartment,29.9,0.8,0,1,0,2,2,0
F,N,N,1,45600.0,Pensioner,Secondary,Married,House / apartment,52.5,0.0,0,1,0,3,3,0
M,N,Y,1,81700.0,Working,Higher education,Married,Municipal apartment,58.5,0.4,0,0,0,3,0,0
M,N,N,1,113500.0,Working,Secondary,Civil marriage,House / apartment,56.5,8.3,0,1,0,2,0,0
F,N,Y,2,77900.0,State servant,Secondary,Single,House / apartment,54.2,7.3,0,1,0,3,0,0
F,Y,Y,0,85000.0,Pensioner,Higher education,Single,Rented apartment,36.9,0.0,0,1,1,1,0,0
F,N,N,0,63800.0,Pensioner,Higher education,Civil marriage,Rented apartment,29.2,0.0,1,1,0,2,0,0
M,N,N,0,28900.0,Working,Secondary,Single,House / apartment,26.9,0.6,0,1,1,2,1,1
F,Y,Y,1,52200.0,Commercial associate,Secondary,Married,With parents,25.6,7.5,0,1,0,3,2,1
M,N,N,0,74800.0,Working,Secondary,Widow,House / apartment,39.0,15.3,0,0,0,2,0,0
F,N,N,1,51800.0,Working,Secondary,Single,House / apartment,59.5,3.6,0,1,0,3,2,0
F,Y,Y,0,93200.0,Working,Secondary,Single,House / apartment,21.8,8.7,1,1,0,2,0,0
F,N,N,2,35200.0,Pensioner,Secondary,Married,Municipal apartment,40.2,0.0,1,1,1,4,1,1
F,Y,Y,1,27800.0,Pensioner,Incomplete higher,Separated,House / apartment,36.5,0.0,0,1,0,3,0,1
F,N,Y,0,103500.0,Working,Secondary,Married,House / apartment,27.1,0.2,0,1,0,1,1,0
F,Y,N,0,62600.0,Working,Secondary,Married,House / apartment,37.2,18.6,1,0,0,2,2,0
M,Y,N,0,87000.0,Pensioner,Secondary,Married,House / apartment,54.2,0.0,1,1,1,2,1,0
F,N,Y,1,56400.0,Working,Secondary,Married,House / apartment,42.5,12.5,0,1,0,3,0,0
F,N,N,0,97000.0,Commercial associate,,Married,House / apartment,46.9,33.7,1,1,0,2,0,0
F,Y,N,0,144200.0,Working,Secondary,Civil marriage,House / apartment,51.8,6.1,0,1,1,2,0,0
M,N,Y,0,149400.0,Working,Secondary,Single,House / apartment,44.3,0.5,1,0,0,2,1,0
F,N,N,1,52900.0,State servant,Secondary,Married,House / apartment,35.9,10.4,0,1,0,3,1,0
M,N,Y,0,59200.0,Working,Secondary,Single,House / apartment,41.1,0.9,1,1,1,2,0,0
F,Y,Y,1,79600.0,Working,Secondary,Married,House / apartment,28.2,8.0,0,0,0,2,0,0
F,N,N,0,186400.0,Working,Secondary,Married,House / apartment,40.6,3.3,1,0,1,2,1,0
F,N,N,0,41100.0,Pensioner,Secondary,Married,House / apartment,41.3,0.0,1,1,0,1,1,0
F,Y,Y,1,41200.0,Pensioner,Secondary,Civil marriage,House / apartment,54.5,0.0,0,0,1,3,1,0
M,Y,Y,1,112900.0,Working,Secondary,Married,House / apartment,36.4,9.6,0,1,0,3,0,0
M,N,Y,0,52400.0,Working,Higher education,Married,House / apartment,36.4,0.5,0,1,0,1,1,0
F,N,Y,1,101700.0,Commercial associate,Higher education,Married,Municipal apartment,23.3,0.0,0,1,0,3,1,0
F,N,N,0,54600.0,Working,Secondary,Single,House / apartment,47.1,3.6,0,0,0,2,0,1
M,N,N,0,87200.0,Commercial associate,Higher education,Single,With parents,23.8,0.0,0,1,1,2,0,0
F,N,N,1,56700.0,Working,Secondary,Married,House / apartment,34.5,16.4,0,1,0,3,1,0
F,N,Y,0,44300.0,Working,Higher education,Married,House / apartment,32.2,10.5,0,0,1,1,0,0
F,Y,Y,0,78700.0,Commercial associate,Secondary,Single,House / apartment,49.8,6.0,0,1,1,2,0,0
F,Y,N,1,39900.0,Working,Secondary,Single,House / apartment,45.4,0.1,0,1,1,3,0,1
M,Y,Y,5,91900.0,Pensioner,Secondary,Married,House / apartment,47.8,0.0,0,1,1,7,0,0
M,Y,Y,0,65000.0,Working,Secondary,Civil marriage,House / apartment,50.4,6.7,0,1,0,2,2,0
F,Y,N,0,37000.0,Working,Lower secondary,Widow,House / apartment,33.0,5.3,0,1,1,2,1,1
F,Y,N,0,85000.0,Student,Secondary,Married,House / apartment,30.5,17.6,0,1,0,1,0,0
F,N,Y,0,84100.0,Working,Secondary,Married,House / apartment,21.5,10.7,0,1,0,1,1,0
F,Y,Y,0,22600.0,Commercial associate,Secondary,Married,House / apartment,41.4,2.7,0,1,1,1,0,0
F,N,Y,2,71300.0,Working,Secondary,Single,House / apartment,31.4,7.1,0,0,0,3,3,1
F,N,Y,0,73500.0,Commercial associate,Secondary,Married,House / apartment,45.0,3.7,1,0,0,1,2,0
F,Y,Y,0,76600.0,Commercial associate,Secondary,Married,Rented apartment,52.8,15.8,0,0,1,2,0,0
F,Y,N,0,29500.0,Working,Secondary,Single,House / apartment,50.2,5.8,0,1,1,2,0,0
M,Y,N,0,87300.0,Pensioner,Higher education,Civil marriage,House / apartment,41.3,0.0,0,1,0,1,1,0
M,N,Y,2,94500.0,Commercial associate,Secondary,Married,House / apartment,40.9,4.2,0,1,1,4,1,0
F,N,N,0,45800.0,Working,Secondary,Married,House / apartment,39.9,2.8,0,0,1,1,0,0
M,N,N,1,36300.0,Commercial associate,Secondary,Married,House / apartment,63.4,1.0,0,1,0,2,2,1
F,N,N,2,44800.0,Commercial associate,Academic degree,Single,House / apartment,33.6,1.9,0,1,1,3,1,0
F,N,N,0,78000.0,Working,Secondary,Single,House / apartment,40.9,2.4,0,1,1,2,1,0
F,N,N,2,39400.0,Working,Secondary,Married,With parents,38.0,1.0,1,1,0,4,0,1
M,Y,Y,0,37200.0,Working,Lower secondary,Married,House / apartment,31.4,10.1,0,1,0,1,0,0
M,Y,N,0,208900.0,Working,Secondary,Single,House / apartment,35.8,0.0,0,1,1,2,1,0
M,N,Y,0,72900.0,Pensioner,Secondary,Married,Municipal apartment,40.3,0.0,0,1,0,1,1,0
M,N,N,0,62600.0,Working,Secondary,Single,House / apartment,27.0,0.8,1,0,0,1,1,1
M,Y,N,0,52300.0,State servant,Incomplete higher,Married,With parents,58.1,0.3,0,1,1,1,3,1
F,Y,Y,1,59200.0,Working,Academic degree,Separated,House / apartment,48.0,32.0,0,1,0,2,1,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,52.0,40.0,1,1,1,2,0,0
F,Y,Y,0,110000.0,Pensioner,Secondary,Married,House / apartment,38.2,0.0,1,0,0,2,0,0
F,N,Y,3,241200.0,Commercial associate,Secondary,Married,House / apartment,36.6,0.9,0,1,1,4,0,0
M,Y,N,0,89000.0,Commercial associate,Secondary,Civil marriage,Rented apartment,37.6,1.3,0,0,1,1,1,1
F,Y,Y,0,45300.0,Working,Incomplete higher,Married,House / apartment,32.3,4.3,1,1,1,2,0,0
F,N,Y,1,83700.0,Working,Incomplete higher,Married,House / apartment,54.3,2.3,1,1,1,2,0,0
M,N,N,0,96200.0,Working,Secondary,Widow,House / apartment,55.4,2.5,1,0,0,2,0,0
F,Y,Y,0,99400.0,Student,Higher education,Separated,House / apartment,46.0,10.0,1,1,0,2,1,0
M,N,N,0,58600.0,Working,Secondary,Widow,House / apartment,58.7,13.3,0,1,0,1,0,0
F,Y,Y,0,180200.0,Pensioner,Secondary,Married,House / apartment,66.4,0.0,0,1,1,1,0,0
F,N,Y,1,38800.0,Commercial associate,Secondary,Separated,Co-op apartment,60.3,4.3,0,0,1,2,2,1
M,Y,N,1,86700.0,Working,Secondary,Married,House / apartment,34.8,1.7,0,1,0,3,2,0
F,N,N,1,63200.0,Commercial associate,Secondary,Married,House / apartment,21.0,4.9,0,1,0,2,0,0
F,N,Y,1,49600.0,Pensioner,Secondary,Married,House / apartment,48.2,0.0,1,1,1,3,0,0
F,Y,Y,1,82700.0,Pensioner,Higher education,Married,House / apartment,44.7,0.0,1,1,0,3,0,0
F,Y,N,0,137100.0,Working,Higher education,Married,House / apartment,41.2,14.5,0,1,0,2,0,0
F,N,Y,0,89500.0,Working,Lower secondary,Married,House / apartment,37.4,1.5,0,1,0,2,4,0
M,N,Y,1,83800.0,Working,Higher education,Civil marriage,House / apartment,54.9,2.2,0,0,0,3,0,0
M,N,N,0,26600.0,Working,Secondary,Married,House / apartment,23.0,2.7,0,1,0,1,0,0
M,Y,N,1,115900.0,Commercial associate,Secondary,Married,House / apartment,56.9,14.7,0,1,0,3,2,0
F,N,N,0,59700.0,Pensioner,Academic degree,Married,House / apartment,59.1,0.0,0,0,0,2,0,1
F,N,Y,0,95500.0,Working,Secondary,Separated,House / apartment,41.7,1.5,0,1,0,1,1,0
F,Y,Y,1,115900.0,Pensioner,Higher education,Married,House / apartment,43.1,0.0,0,1,0,3,0,0
F,N,N,1,80500.0,Commercial associate,,Married,House / apartment,27.0,16.4,0,1,1,2,1,0
M,N,Y,1,26900.0,Working,Higher education,Married,House / apartment,51.0,0.7,0,1,0,3,0,1
M,N,Y,0,148500.0,Working,Secondary,Separated,Rented apartment,54.0,4.4,0,1,1,2,1,0
M,N,N,0,180300.0,Commercial associate,Secondary,Married,House / apartment,48.4,14.8,0,0,0,1,1,0
M,Y,N,3,109800.0,Pensioner,Higher education,Married,House / apartment,26.4,0.0,1,0,0,5,0,0
M,Y,Y,1,50900.0,Commercial associate,Incomplete higher,Married,House / apartment,22.3,17.8,1,1,0,2,2,0
F,N,Y,1,135300.0,Working,Higher education,Separated,House / apartment,37.4,13.9,0,1,0,3,2,0
M,N,Y,0,63500.0,Working,Secondary,Married,House / apartment,40.9,2.3,0,0,0,2,0,0
M,N,N,0,70700.0,Working,Secondary,Single,House / apartment,51.2,1.4,0,0,0,2,0,0
M,Y,N,0,133100.0,Commercial associate,Higher education,Married,House / apartment,37.4,13.9,0,1,1,1,3,0
M,N,Y,1,101100.0,Pensioner,Higher education,Separated,House / apartment,51.7,0.0,1,1,1,3,0,0
F,N,Y,1,22600.0,Working,Secondary,Married,House / apartment,52.4,2.9,1,1,1,2,1,0
F,N,N,2,81100.0,Pensioner,Secondary,Single,House / apartment,45.2,0.0,0,0,0,3,1,0
F,N,N,0,132300.0,Commercial associate,Incomplete higher,Married,House / apartment,49.6,2.2,0,1,0,1,1,0
M,Y,N,1,37000.0,Commercial associate,Secondary,Married,House / apartment,35.4,5.2,0,0,0,3,0,0
M,N,Y,0,119200.0,State servant,Higher education,Married,With parents,27.4,1.6,0,0,1,1,0,0
F,N,N,0,31700.0,Working,Secondary,Single,House / apartment,33.7,4.9,1,0,1,1,0,1
M,Y,Y,0,65700.0,Pensioner,Secondary,Separated,House / apartment,30.8,0.0,0,1,0,2,1,1
M,Y,Y,0,95900.0,Working,Higher education,Married,House / apartment,53.3,8.9,1,0,0,1,0,0
M,Y,Y,0,64400.0,Working,Secondary,Separated,House / apartment,49.5,6.4,1,0,0,2,1,0
M,N,N,2,131800.0,Pensioner,Secondary,Married,House / apartment,21.0,0.0,0,1,1,4,1,0
M,N,Y,0,36000.0,Pensioner,Secondary,Separated,House / apartment,42.0,0.0,0,1,1,1,1,1
M,N,Y,0,109900.0,Working,Higher education,Married,House / apartment,21.0,7.4,1,1,0,1,0,0
F,Y,Y,0,75100.0,Commercial associate,Secondary,Married,House / apartment,28.1,5.1,0,1,0,2,0,0
M,N,Y,2,47700.0,Commercial associate,Secondary,Married,House / apartment,49.2,1.4,0,1,0,4,1,1
M,Y,Y,0,91100.0,Pensioner,Incomplete higher,Single,House / apartment,21.0,0.0,1,1,0,2,1,1
F,N,Y,0,70600.0,Working,Secondary,Single,House / apartment,25.0,4.8,0,1,0,2,1,0
M,N,N,0,153200.0,Pensioner,Secondary,Married,House / apartment,28.7,0.0,0,1,1,2,2,0
M,Y,Y,0,97900.0,Working,Secondary,Married,House / apartment,22.6,2.1,0,0,0,2,0,0
F,N,Y,0,89900.0,Working,Academic degree,Married,House / apartment,24.4,12.7,0,0,0,2,2,0
M,Y,Y,0,52200.0,Working,Secondary,Married,House / apartment,39.4,13.3,1,1,0,1,1,0
M,Y,N,0,78700.0,Working,Secondary,Married,Municipal apartment,21.5,7.5,0,0,0,2,0,0
F,N,Y,1,54900.0,State servant,Secondary,Married,House / apartment,37.3,0.6,0,1,1,3,0,1
M,Y,Y,0,70900.0,Commercial associate,Higher education,Married,Rented apartment,40.1,0.5,0,0,1,2,0,0
F,N,N,0,136300.0,State servant,Higher education,Single,House / apartment,48.3,3.8,1,1,1,2,3,0
F,Y,N,0,63400.0,Working,Secondary,Single,House / apartment,50.2,0.9,1,1,1,2,1,1
M,N,N,1,35500.0,Commercial associate,Secondary,Married,House / apartment,24.9,2.4,1,1,0,3,0,1
F,Y,Y,0,93600.0,Pensioner,Higher education,Single,House / apartment,25.4,0.0,1,1,0,2,1,0
F,N,Y,0,108400.0,Commercial associate,Secondary,Married,House / apartment,24.8,2.2,1,1,1,1,0,0
M,Y,N,0,161900.0,Commercial associate,Incomplete higher,Single,House / apartment,48.7,17.2,0,1,0,1,0,0
F,N,N,1,112700.0,Commercial associate,Secondary,Married,House / apartment,43.8,8.4,1,1,0,3,0,0
M,N,N,0,63800.0,Pensioner,Higher education,Single,House / apartment,36.1,0.0,0,0,1,2,1,0
F,N,Y,0,83300.0,Pensioner,Secondary,Married,House / apartment,26.9,0.0,1,1,1,2,2,1
M,N,N,0,88800.0,Working,Higher education,Married,House / apartment,41.7,0.2,0,1,1,2,1,0
F,Y,N,0,90900.0,Pensioner,Secondary,Single,House / apartment,55.1,0.0,0,1,0,1,2,0
M,Y,Y,0,21200.0,Working,Secondary,Married,House / apartment,54.3,4.6,0,1,0,1,1,1
F,Y,N,1,54900.0,Working,Secondary,Married,House / apartment,23.8,4.2,0,1,0,3,0,0
M,Y,N,1,92800.0,Pensioner,Secondary,Single,House / apartment,51.8,0.0,1,1,0,3,0,0
M,N,Y,0,126700.0,Working,Secondary,Civil marriage,Municipal apartment,23.7,3.7,0,1,0,2,0,0
F,Y,Y,1,53300.0,Pensioner,Secondary,Married,House / apartment,35.6,0.0,0,0,0,2,2,0
F,N,Y,0,59400.0,Working,Incomplete higher,Married,Rented apartment,34.3,6.4,0,1,1,1,1,1
F,N,N,0,64900.0,Working,Secondary,Married,House / apartment,42.9,0.3,1,1,0,2,0,1
F,Y,N,0,68400.0,Working,Higher education,Single,Rented apartment,29.0,2.5,1,0,0,2,3,1
F,N,N,0,112100.0,Working,Secondary,Married,House / apartment,41.1,2.9,0,1,1,1,0,0
F,N,N,1,50600.0,Pensioner,Secondary,Civil marriage,With parents,28.1,0.0,0,1,0,3,0,1
M,N,Y,1,112700.0,Working,Secondary,Married,House / apartment,41.9,1.6,0,1,0,3,1,0
F,N,N,0,148700.0,Working,Lower secondary,Married,House / apartment,25.5,1.6,1,1,0,2,1,0
F,Y,Y,0,60100.0,Working,Higher education,Married,House / apartment,35.6,10.0,0,1,0,1,3,0
F,Y,N,1,59000.0,Working,Secondary,Married,House / apartment,40.0,7.0,0,1,1,3,0,0
F,N,Y,1,79100.0,Pensioner,Higher education,Single,House / apartment,37.2,0.0,0,1,0,3,3,0
M,Y,Y,0,54500.0,Working,Secondary,Married,House / apartment,49.3,2.2,0,1,1,1,1,1
M,N,Y,0,70000.0,Commercial associate,Secondary,Widow,Municipal apartment,21.0,12.8,0,1,0,1,1,0
F,N,Y,1,35100.0,State servant,Secondary,Married,House / apartment,41.9,12.0,1,0,1,3,1,0
F,Y,N,0,112200.0,Commercial associate,Secondary,Married,House / apartment,30.9,3.6,0,0,1,2,0,0
F,N,Y,0,168000.0,Pensioner,Secondary,Married,House / apartment,46.5,0.0,0,1,1,2,0,0
F,N,Y,0,52200.0,Working,Higher education,Separated,House / apartment,40.3,5.5,1,1,0,2,1,1
F,Y,N,0,32100.0,Working,Secondary,Single,House / apartment,52.0,2.2,0,0,0,2,0,1
M,Y,Y,2,115900.0,Pensioner,Higher education,Married,House / apartment,37.4,0.0,1,1,0,3,0,0
F,Y,N,2,59300.0,Commercial associate,Secondary,Separated,With parents,53.6,1.1,1,1,0,4,1,0
M,Y,N,0,52400.0,Commercial associate,Secondary,Married,House / apartment,41.7,10.9,1,1,0,1,0,0
M,Y,Y,1,68800.0,Commercial associate,Higher education,Single,House / apartment,25.8,4.6,1,1,0,2,1,0
F,Y,Y,0,39700.0,Working,Higher education,Civil marriage,House / apartment,31.1,2.5,0,1,1,2,0,0
F,Y,N,1,93100.0,Working,Incomplete higher,Single,House / apartment,33.5,4.3,0,0,0,2,0,0
M,N,N,0,38900.0,Pensioner,Secondary,Separated,House / apartment,41.3,0.0,1,1,1,1,1,1
M,Y,Y,1,40400.0,Commercial associate,Higher education,Civil marriage,House / apartment,49.9,0.7,0,1,1,2,1,1
F,Y,Y,1,,Working,Higher education,Widow,House / apartment,46.7,8.5,1,0,0,2,1,1
M,N,N,0,79400.0,Pensioner,Secondary,Married,House / apartment,47.3,0.0,0,1,1,1,1,0
F,N,Y,0,29500.0,Working,Secondary,Married,House / apartment,31.8,2.3,1,0,0,2,0,1
F,Y,Y,2,207800.0,Working,Secondary,Single,House / apartment,49.7,,0,1,1,4,0,0
F,N,N,0,60600.0,Pensioner,Secondary,Single,House / apartment,41.1,0.0,0,1,0,2,2,1
F,Y,N,0,25400.0,Pensioner,Secondary,Married,House / apartment,48.7,0.0,1,1,0,1,0,1
M,Y,Y,0,43000.0,Commercial associate,Academic degree,Married,House / apartment,23.7,3.2,0,1,0,1,1,1
F,N,Y,0,98700.0,Working,Secondary,Civil marriage,House / apartment,45.0,2.9,0,1,0,1,2,0
M,Y,Y,0,143500.0,Working,Higher education,Widow,House / apartment,33.3,6.5,1,1,0,1,0,0
F,N,Y,0,79300.0,Commercial associate,Higher education,Married,Rented apartment,26.1,1.9,1,1,0,1,3,0
M,N,Y,0,76300.0,Working,Secondary,Married,House / apartment,47.1,17.1,0,0,0,2,0,0
F,Y,N,0,34000.0,Pensioner,Secondary,Married,House / apartment,35.3,0.0,0,1,1,1,1,1
M,Y,N,0,154000.0,State servant,Secondary,Married,House / apartment,45.8,1.4,1,1,0,1,0,0
M,Y,Y,0,,Pensioner,Higher education,Single,Municipal apartment,29.2,0.0,0,1,1,2,2,0
M,Y,N,0,85900.0,Working,Academic degree,Separated,House / apartment,62.3,1.6,0,1,0,2,1,0
M,N,Y,0,73800.0,Pensioner,Secondary,Married,House / apartment,38.7,0.0,1,0,1,2,0,0
F,N,Y,0,95400.0,Working,Incomplete higher,Married,House / apartment,34.8,2.4,1,0,0,2,1,0
M,Y,Y,0,49000.0,Working,Secondary,Single,House / apartment,50.9,0.5,1,1,0,1,0,0
F,N,Y,0,117000.0,Working,Higher education,Married,House / apartment,39.1,18.3,1,1,1,1,0,0
F,Y,Y,0,109300.0,Working,Secondary,Married,House / apartment,70.0,2.8,0,1,0,1,0,0
F,Y,N,0,69600.0,Pensioner,Secondary,Single,House / apartment,52.8,0.0,0,1,0,2,0,0
M,Y,Y,1,63800.0,Working,Secondary,Civil marriage,House / apartment,34.8,11.9,0,1,0,3,1,0
M,N,Y,1,24900.0,Working,Secondary,Married,House / apartment,40.8,4.8,0,1,0,2,2,1
F,Y,Y,0,30800.0,State servant,Secondary,Single,House / apartment,40.7,7.5,1,1,1,2,2,0
M,N,N,0,96100.0,Working,Higher education,Married,Rented apartment,28.4,9.2,1,1,0,1,1,0
M,Y,Y,0,115000.0,Pensioner,Secondary,Married,With parents,54.1,0.0,0,1,1,2,1,0
F,N,Y,0,124900.0,Working,Secondary,Married,House / apartment,35.3,5.9,0,1,0,2,0,0
F,Y,Y,2,37300.0,Working,Secondary,Married,House / apartment,37.3,1.4,0,1,0,4,1,1
F,Y,Y,0,230200.0,State servant,Higher education,Married,With parents,42.4,0.3,0,1,1,2,0,0
M,N,Y,0,120600.0,Working,Higher education,Married,House / apartment,29.9,25.9,0,1,1,1,1,0
F,N,Y,0,54900.0,Commercial associate,Higher education,Single,House / apartment,42.3,0.6,0,1,0,2,1,0
M,Y,N,2,79400.0,Working,Secondary,Single,Rented apartment,34.5,3.4,0,1,1,3,0,0
M,N,N,1,31300.0,Working,Secondary,Married,House / apartment,34.8,0.4,1,1,1,2,0,0
F,Y,Y,1,53700.0,Working,Higher education,Married,House / apartment,38.2,15.4,0,0,1,3,2,0
M,N,Y,0,95700.0,Working,Secondary,Married,House / apartment,31.9,0.7,1,1,0,2,0,0
M,N,Y,0,75500.0,Working,Secondary,Married,Rented apartment,22.8,9.3,0,1,0,2,0,0
M,N,N,1,174800.0,Pensioner,Secondary,Married,House / apartment,41.9,0.0,0,1,0,3,2,0
F,N,Y,1,34900.0,Working,Higher education,Single,House / apartment,21.0,0.3,1,1,0,2,0,0
F,Y,N,1,69000.0,Working,Higher education,Married,House / apartment,21.0,7.7,0,0,1,3,1,0
F,N,Y,0,41400.0,Working,Higher education,Married,House / apartment,40.5,20.9,1,1,0,2,0,0
F,N,Y,1,157600.0,State servant,Secondary,Married,House / apartment,38.0,4.4,0,1,0,3,0,0
M,N,Y,1,83500.0,State servant,Secondary,Married,House / apartment,42.9,2.1,1,0,1,2,0,0
F,Y,Y,0,73400.0,Commercial associate,Incomplete higher,Separated,House / apartment,47.3,4.7,1,0,0,2,4,0
M,N,Y,0,68400.0,Pensioner,Secondary,Married,House / apartment,21.0,0.0,0,1,1,2,1,0
M,N,Y,1,47200.0,Working,Secondary,Married,House / apartment,33.2,18.7,1,1,0,2,0,0
F,N,Y,0,133100.0,Working,,Single,House / apartment,35.1,2.7,0,1,0,2,0,0
F,N,N,1,79600.0,Commercial associate,Secondary,Married,House / apartment,43.4,3.7,0,1,0,3,0,1
M,N,N,0,82700.0,Commercial associate,Secondary,Married,House / apartment,42.5,3.1,0,0,0,1,1,0
M,N,Y,1,97800.0,Working,Secondary,Civil marriage,House / apartment,35.5,0.2,0,1,1,3,0,0
M,Y,Y,1,47500.0,Working,Secondary,Civil marriage,House / apartment,40.5,0.2,0,1,0,3,0,0
M,Y,Y,0,198300.0,State servant,Secondary,Married,House / apartment,37.0,5.0,1,0,0,1,1,0
F,Y,N,0,160300.0,Pensioner,Incomplete higher,Married,House / apartment,30.0,0.0,0,0,0,1,0,0
F,Y,Y,0,71800.0,Working,Secondary,Single,House / apartment,40.6,25.8,0,1,0,1,2,0
F,Y,N,1,62900.0,Commercial associate,Secondary,Married,House / apartment,21.0,1.8,0,0,1,3,0,1
F,Y,N,0,100700.0,Working,Higher education,Married,House / apartment,42.7,2.8,0,1,0,2,1,0
M,N,Y,0,128000.0,Working,Lower secondary,Married,House / apartment,55.5,26.5,0,1,0,2,0,0
F,N,N,0,175500.0,Working,Secondary,Married,House / apartment,36.2,0.3,0,1,1,2,0,0
M,N,Y,0,101000.0,Working,Higher education,Married,House / apartment,62.7,6.2,0,1,1,2,1,0
F,N,Y,1,78300.0,Working,Secondary,Married,House / apartment,46.6,0.6,0,1,1,3,1,0
F,N,N,0,78300.0,Pensioner,Secondary,Single,House / apartment,56.0,0.0,1,1,0,1,1,1
F,Y,Y,1,28600.0,Working,Secondary,Married,House / apartment,44.2,2.0,1,0,0,3,3,0
M,N,N,0,59000.0,Commercial associate,Secondary,Married,House / apartment,46.1,10.1,0,1,0,2,0,0
F,Y,N,0,87600.0,Working,Higher education,Married,House / apartment,41.6,14.5,1,1,0,1,0,0
M,N,N,2,23700.0,Working,Secondary,Single,House / apartment,22.8,11.3,1,1,0,4,0,1
M,N,N,0,80000.0,Pensioner,Secondary,Married,House / apartment,21.0,0.0,0,0,0,2,0,0
M,Y,Y,1,48700.0,Commercial associate,Higher education,Married,With parents,37.3,21.8,1,1,1,3,0,0
M,Y,Y,1,160900.0,State servant,Secondary,Married,House / apartment,33.4,6.8,0,1,1,3,1,0
F,Y,N,1,63400.0,Student,Higher education,Married,House / apartment,33.7,9.3,1,1,0,3,1,0
F,Y,Y,0,64100.0,Working,Higher education,Separated,House / apartment,26.1,1.7,0,1,0,2,1,0
F,Y,Y,0,68300.0,Working,Secondary,Married,House / apartment,52.2,3.3,1,1,0,1,2,0
F,N,Y,0,73000.0,Pensioner,Lower secondary,Married,With parents,28.7,0.0,1,1,0,2,1,0
F,Y,Y,1,108700.0,Student,Secondary,Single,House / apartment,27.9,0.9,0,1,1,3,0,1
M,N,Y,0,61600.0,Commercial associate,Secondary,Married,House / apartment,40.4,20.2,0,0,0,2,2,0
M,N,Y,0,74000.0,Pensioner,Secondary,Married,House / apartment,51.9,0.0,0,0,0,1,1,0
F,N,Y,0,109000.0,Pensioner,Secondary,Married,House / apartment,49.3,0.0,0,0,1,1,1,0
M,Y,N,0,73400.0,Working,Secondary,Single,House / apartment,32.9,0.4,1,1,0,1,1,0
F,Y,Y,0,101500.0,Commercial associate,Secondary,Married,House / apartment,37.7,0.6,0,1,0,2,1,0
M,Y,N,0,58500.0,Pensioner,Secondary,Married,House / apartment,58.0,0.0,0,0,0,1,0,1
M,N,Y,0,87200.0,Commercial associate,Secondary,Married,House / apartment,52.2,3.6,0,1,0,2,1,0
M,N,N,1,140700.0,Working,Higher education,Married,House / apartment,49.6,0.0,1,1,0,3,3,0
M,N,N,0,98800.0,Working,Higher education,Single,House / apartment,44.2,3.0,1,1,0,1,0,0
M,Y,Y,1,28700.0,Working,Higher education,Civil marriage,House / apartment,41.1,1.7,0,1,0,3,0,0
F,Y,Y,0,96500.0,Working,Higher education,Single,House / apartment,62.1,12.3,0,1,1,2,1,0
M,N,N,0,41100.0,Pensioner,Secondary,Single,House / apartment,52.4,0.0,0,0,1,1,0,1
F,N,N,0,46100.0,Working,Secondary,Separated,House / apartment,41.3,8.0,1,0,0,2,2,1
